skid	name	paper_id	paper_name	annotations	synonyms	FBbt_ID
6536631	Protocerebral_DAN_input_c 5.1.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 5.1.0 (17042972)	neuron 6536632 [SMP.R]-[SMP.L]-[SEZ.R]->VNC AJES Glaucium	
6536556	Protocerebral_DAN_input_c 9.7.2#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.7.2#1 (17043074)	neuron 6536557 [SMP.R]-[SIP.R]-[anterior of LH.R] AJES Atropa	
6536545	Protocerebral_DAN_input_c 3.1.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.1.0 (17042812)	Crown 6536546 [SMP.R/L]-[SEZ.L]-VNC AJES	
6520436	Protocerebral_DAN_input_c 6.1.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 6.1.0 (17042984)	Putative OA-VUMa6 neuron 6520437 AJES	
6492404	Protocerebral_DAN_input_c 11.9.3#19	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.3#19 (17042191)	neuron 6492405 MWP Gaia	
6481564	Protocerebral_DAN_input_c 11.12.2#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.12.2#5 (17042051)	Neuron 6481565 Mechta JH	
6439962	Protocerebral_DAN_input_c 17.4.2#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.2#5 (17042694)	neuron 6439963 Gladiolus NM	
6428719	Protocerebral_DAN_input_c 14.6.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.6.1 (17042538)	Neuron 6428720 Euridice JH	
6427329	Protocerebral_DAN_input_c 15.11.2#19	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#19 (17042602)	neuron 5555829 Fancy Art NM	
5937017	Protocerebral_DAN_input_c 15.9.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.9.0 (17042658)	neuron 5937018 AJES Wisteria	
6153581	Protocerebral_DAN_input_c 15.13.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.13.0#1 (17042638)	neuron 6153582 Scarlet Study LT	
6162599	Protocerebral_DAN_input_c 3.12.0_OTHERS16#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.12.0_OTHERS16#7 (17042832)	neuron 6162600 [SMP.R]-[SMP.L] AJES Berberis	
6162613	Protocerebral_DAN_input_c 12.4.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.4.0#2 (17042283)	SIP.L-SMP.L-SMP.R 6162614 Large Blue KJH AJES	
6162853	Protocerebral_DAN_input_c 13.8.0#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.8.0#4 (17042496)	neuron 6162854 Larkspur NM	
6163460	Protocerebral_DAN_input_c 12.4.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.4.0#3 (17042285)	neuron 6163461 [SMP.R]-[SMP.L]-[SIP.R] AJES Panax	
6132138	SEZ_DAN_input_c 6.2.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), SEZ_DAN_input_c 6.2.0 (17043094)	neuron 6132139 MWP Noether	
6172624	Protocerebral_DAN_input_c 3.21.0#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.21.0#5 (17042880)	neuron 6172625 KF	
6202243	Protocerebral_DAN_input_c 3.7.0#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.7.0#6 (17042940)	neuron 6202244 MWP AJES Dodecahedron	
6224424	Protocerebral_DAN_input_c 13.14.4#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.14.4#3 (17042424)	neuron 6224425 MWP Pearl Slaghoople	
6224461	Protocerebral_DAN_input_c 12.9.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.9.0#1 (17042367)	neuron 6224462 [SMP.R] AJES Curcuma 	
6224481	SEZ_DAN_input_c 7.5.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), SEZ_DAN_input_c 7.5.0 (17043104)	neuron 6224482 [SEZ.R]-[SMP.R] Convolvulus AJES	
6337303	Protocerebral_DAN_input_c 11.11.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.11.0#3 (17042037)	neuron 6337304 MWP Beckett	
6408126	Protocerebral_DAN_input_c 15.3.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.3.0#2 (17042652)	neuron 6408127 [SIP.R]-[CRE.L] AJES 	
6193358	Protocerebral_DAN_input_c 11.14.3#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.14.3#1 (17042067)	neuron 6193359 [SMP.R]-[SMP.L] AJES Silene	
5935183	Protocerebral_DAN_input_c 15.11.2#18	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#18 (17042600)	neuron 5935184 Laceleaf NM	
5914700	Protocerebral_DAN_input_c 17.4.6#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.6#3 (17042758)	neuron 5914701 KE	
5919567	Protocerebral_DAN_input_c 3.8.0#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.8.0#5 (17042952)	neuron 5919568 Tom Hanks MWP	
5283790	Protocerebral_DAN_input_c 17.4.44#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.44#5 (17042748)	putative aIP neuron 5283791 MD	
5279371	Protocerebral_DAN_input_c 17.4.41#7	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.41#7 (17042718)	neuron 5279372 PL	
5279327	Protocerebral_DAN_input_c 17.4.41#6	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.41#6 (17042716)	neuron 5279328 PL	
5279309	Protocerebral_DAN_input_c 17.4.6#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.6#2 (17042756)	neuron 5279310 PL	
5279295	Protocerebral_DAN_input_c 17.4.41#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.41#5 (17042714)	PVLP.R-PLP.R -> CRE.R 5279296 PL FML Baikal	
5279278	Protocerebral_DAN_input_c 17.4.41#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.41#4 (17042712)	neuron 5279279 PL [SMP.R]-[AVLP.R] AJES Waterhouse	
5279228	Protocerebral_DAN_input_c 17.4.5#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.5#1 (17042750)	neuron 5279229 PL TY	
5265274	Protocerebral_DAN_input_c 14.4.3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.4.3 (17042532)	Neuron 5265275 Eubie JH	
5255741	Protocerebral_DAN_input_c 15.11.1#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.1#4 (17042558)	neuron 5255742 Thanksgiving NM	
5248957	Protocerebral_DAN_input_c 17.4.1#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.1#2 (17042680)	neuron 5248958 KE	
5235856	Protocerebral_DAN_input_c 13.8.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 13.8.0#1 (17042490)	neuron 5235857 The Hobbit CMM	
5221869	Protocerebral_DAN_input_c 11.9.4#9	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.9.4#9 (17042213)	LHON-C11 Ventral alpha 3700026 CMM ASB	
5219463	Protocerebral_DAN_input_c 17.4.44#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.44#4 (17042746)	putative aIP neuron 5219464 MD	
5182697	Protocerebral_DAN_input_c 17.4.44#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.44#3 (17042744)	putative aIP neuron 5182698 MD	
5182687	Protocerebral_DAN_input_c 17.4.44#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.44#2 (17042742)	putative aIP neuron 5182688 MD	
5175036	Protocerebral_DAN_input_c 17.4.43#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.43#5 (17042738)	putative aIP neuron 5175037 MD	
5163661	Protocerebral_DAN_input_c 3.21.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.21.0#1 (17042872)	neuron 5163662 Star Trek RT	
5133590	Protocerebral_DAN_input_c 17.4.44#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.44#1 (17042740)	putative aIP neuron 5133591 MD	
5133853	Protocerebral_DAN_input_c 14.9.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.9.0 (17042546)	neuron 5133854 MD TP	
5143862	Protocerebral_DAN_input_c 10.15.0	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.15.0 (17041985)	neuron 5143863 MD ET	
5144460	Protocerebral_DAN_input_c 9.2.10_LHON01 #3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.10_LHON01 #3 (17043014)	neuron 5144461 Oberlin RT	
5144484	DAN_USN_c 9.2.10	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), DAN_USN_c 9.2.10 (17041760)	neuron 5144485 Lathe RT	
5150960	Protocerebral_DAN_input_c 17.4.42	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.42 (17042728)	neuron 5150961 KE	
5283825	Protocerebral_DAN_input_c 17.4.5#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.5#2 (17042752)	neuron 5283826 MD	
5151107	Protocerebral_DAN_input_c 15.11.2#14	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#14 (17042592)	neuron 5151108 Talbot RT	
5158720	Protocerebral_DAN_input_c 15.11.2#16	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#16 (17042596)	Neuron 5158721 Calypso JH	
5159674	Protocerebral_DAN_input_c 12.10.0#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.10.0#3 (17042251)	neuron 5159675 [SMP.R]-[SIP.R]-[SIP.L] AJES Space Oddity	
5160802	Protocerebral_DAN_input_c 11.16.10#10	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 11.16.10#10 (17042095)	neuron 5160803 Empire State Express JH	
5161434	Protocerebral_DAN_input_c 14.5.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.5.2 (17042536)	DAN PAM-B'1ap 5161435 Blood Moon CMM	
5162556	Protocerebral_DAN_input_c 17.4.41#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.41#3 (17042710)	neuron 5162557 MD	
5163288	Protocerebral_DAN_input_c 17.4.43#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.43#4 (17042736)	putative aIP neuron 5163289 MD	
5158624	Protocerebral_DAN_input_c 15.11.2#15	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 15.11.2#15 (17042594)	Neuron 5158625 Swedish Nightingale JH	
5928883	Protocerebral_DAN_input_c 3.17.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.17.0#1 (17042860)	neuron 5928884 MWP Stephen Fry	
5316769	Protocerebral_DAN_input_c 3.10.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.10.0#2 (17042816)	Putative aSP23 - 5316770 NF	
5375276	Protocerebral_DAN_input_c 3.18.0#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.18.0#1 (17042864)	neuron 5375277 Peace Prize LT NM	
6834056	Protocerebral_DAN_input_c 10.10.7#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.10.7#4 (17041967)	aSP-g tract 6834057 KMS	
5888228	Protocerebral_DAN_input_c 12.10.0#5	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.10.0#5 (17042255)	neuron 5888229 TY type5-11	
5872789	Protocerebral_DAN_input_c 9.4.2#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.4.2#2 (17043062)	neuron 5872790 MWP Diploria labryinthiformis	
5870559	Protocerebral_DAN_input_c 8.1.1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 8.1.1 (17042986)	neuron 5870560 MWP NO A long way	
5870443	Protocerebral_DAN_input_c 9.2.4#1	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 9.2.4#1 (17043024)	SLP.R-SIP.R-SMP.R aSP-g tract neuron 5870444	
5870306	Protocerebral_DAN_input_c 10.10.3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 10.10.3 (17041955)	neuron 5870307 MWP Tursiops truncata	
5870278	Protocerebral_DAN_input_c 8.5.2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 8.5.2 (17042992)	neuron 5870279 [SMP.R]-[SMP.L]-[SEZ.L] Veronica AJES	
5862175	Protocerebral_DAN_input_c 14.10.3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 14.10.3 (17042512)	neuron 5862176 [SMP.R]-[SMP.L] AJES Acer	
5862150	SEZ_DAN_input_c 7.6.0#2	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), SEZ_DAN_input_c 7.6.0#2 (17043108)	neuron 5862151 [SMP.R]-[SMP.L]-[SEZ.L] Galanthus AJES	
5849604	Protocerebral_DAN_input_c 17.4.41#8	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 17.4.41#8 (17042720)	neuron 5283887 MD	
5830653	Protocerebral_DAN_input_c 3.6.0_OTHERS15#3	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 3.6.0_OTHERS15#3 (17042920)	neuron 5830654 [SMP.R - SMP.L] Aquilegia	
5804694	Protocerebral_DAN_input_c 12.10.0#4	15754388	Paper: Otto et al 2020	Paper: Otto et al 2020 (15754388), Protocerebral_DAN_input_c 12.10.0#4 (17042253)	neuron 5804695 NF type5-8	
