skid	name	paper_id	paper_name	FBbt_ID
10169396	KC97	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
10163418	MBE7a right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
10160250	mPN BAmd1-g left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
10056280	KC96	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9983191	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9897223	KC95	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9889095	KC94	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
11691640	KC no claws	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9847388	KC93	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
11725127	KC12	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
11785627	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15404207	MBE19 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15398730	MBE23 left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15253921	MBE34 left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
14981210	KC very young - DPLc s Left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
14898816	KC13	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
14898295	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
14547259	KC32	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
14541927	AVM011f left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
14522124	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
14519048	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
14460113	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
14319960	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
14255342	KC no claws	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
14082322	MBE9b left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
13789482	backwards handlebar right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
12948470	PVL005 1 left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
12871993	MBE1b left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
12805363	MBE22 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
12726582	KC16	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
12475432	MBE24a left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
12217572	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
12156009	handlebar-like 4 (no soma) left 	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
11813287	KC100	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
11725803	KC42	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9813188	KC92	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9782026	KC89 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9796812	KC90	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8978117	KC69 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8957325	KC68 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8924186	KC67	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8922644	MBE16 left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8891315	KC66	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8877158	MBE7a left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8865199	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8864096	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8850802	KC65;_42a right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8835968	KC64	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8798010	MBE13b left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8792120	KC63 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8773879	KC62 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8773716	KC61 very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8773165	KC60 very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8766921	KC59 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8765865	KC58 very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8764750	KC57 very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8761400	KC56 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8723397	KC55 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8689674	MBE10a left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8980589	MBE18 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9809626	KC91	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8997281	KC70	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9074101	MBE35 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15421363	MBE2a left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9770016	KC88 very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9769559	KC87 very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9766793	KC86	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9747710	Handlebar PN (CB on Right)	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9747418	PPLV - 2 Left (maybe PVL014c)	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9741463	KC85 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9730873	KC84	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9707941	KC83	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9606354	KC81 very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9578602	KC80 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9574259	KC79 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9556700	KC78	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9531722	KC77	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9525492	KC76	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9517477	KC75 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9511772	KC74 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9469519	MBE11b right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9291474	AVL011 PN Right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9275210	PVL005 - 2 Right (V1); BLVa34 a 11	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9109799	MBE35 left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9012340	KC71 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15571194	MBE12 left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15691114	KC no claws	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15617305	MBE7b right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16720240	KC72	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16631248	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16631222	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16631114	KC78?	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16630941	KC22	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16630385	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16630264	KC25	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16630024	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16629931	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16629788	KC34	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16629757	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16628000	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16627950	KC no claws	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16627861	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16627838	KC49?	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16627773	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16625432	KC30	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16485079	LH bilateral axon 2 MB_right; BLVa12 b 3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16464614	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16448983	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16448979	KC young no claws	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16782830	MBE11b left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16448971	KC young no claws	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16797672	MBE5a right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16850888	KC73	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
18028397	MBE5b right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17884299	Gustatory PN right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17476975	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17476964	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17476934	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17476920	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17476916	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17476873	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17454963	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17434825	LH bilateral axon 2 MB_left; BLVa12 b 3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17355757	MBE7b left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17295912	MBE10b left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17147698	MBE11a left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17147410	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17068730	Ladder (olfactory) ant.	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17016974	MBE20 left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
17013073	MBE24b right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16977881	KC90	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16939375	KC67	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16883909	MBE33 left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16868923	MBE24b left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16846805	MBE5b left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15592096	MBE4g left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16448967	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16448934	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16026042	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16017113	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16015738	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15995074	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15939179	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15939130	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15861524	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15828093	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15810983	MBE30 left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15788431	KC young no claws	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15788419	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15764960	KC young no claws	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15741951	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15741782	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15734988	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15734666	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15722867	KC82	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15722306	KC no claws	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15691122	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
15691118	KC young no claw	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8598886	3rd-order Thermo right; CPLd interneuron	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16039470	KC14	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16448954	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16053650	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16054240	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16448930	KC young no claws	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16448926	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16444327	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16443747	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16443548	KC very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16443544	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16443536	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16443532	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16440704	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16440649	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16438190	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16435965	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16435406	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16353832	MBE10b right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16240569	MBE4g right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16223537	MBE18 left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16220042	KC young no claws	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16210988	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16178283	MBE26 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16145456	KC101 very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16058860	KC100	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
16053670	KC young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8559607	KC54	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
9609048	KC82	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8509987	KC53	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4230061	KC12	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4230739	KC13	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4230749	MBE13b right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4234009	MBE33 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4235139	AVM011f right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4241192	KC14	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4241237	MBE6 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4381129	MBE19 left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4381377	MBE4f left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4393049	non-olfactory PN right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4401350	MBE15a left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4411505	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4412036	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4412315	KC2/24	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4414163	MBE1d left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4414184	MBE1d right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4415241	KC16	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
5395823	MBE15b left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
5051342	KC21	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
5019924	KC20	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4985759	AVL011 PN Left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4982172	KC19	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4919895	KC18 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4229950	Thermo KC A_Right - Mushroom Body  Left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4884579	MBE1b right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4635057	PVL005 - 2 Left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4620453	AVL011 PN Right 2?	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4598363	MBE15a right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4598109	MBE34 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4518546	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4444354	KC17	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4876704	PN in Olfactory Bundle 1 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4227544	KC11	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4227304	KC10	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4195012	MBE13a right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3587612	KC7	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3565102	KC6 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3522293	KC5	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3497901	KC4	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3450751	mPN BAmd1-g right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3347834	KC3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3605630	KC8 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3347708	KC2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3234817	MBE12 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
2921933	V1: possible PVL005 - 3 Right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
2506050	MBE4a right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
677717	KC1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
29	KC #0	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8513389	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3299214	MBE2a right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
5835799	KC22	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3664102	Thermo KC B_right - mbi2 - unknown	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3690921	Lower Looping PN Right - AVM004 (BAla1/2)	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4154421	Lower Looping PN Left - AVM004	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4152020	from upper looping PN - peptidergic right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4134539	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4117305	KC72	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4108016	Upper Looping PN Left - AVM004	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4022539	MBE20 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3679411	KC9 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3991518	Handlebar PN (CB on left)	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3886356	MBE4h left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3819171	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3819157	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3813487	Ladder (olfactory) post.	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3756659	PN Only Connects To Togethers Right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3709977	backwards handlebar left (looks like 35a)	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
3890028	MBE24a right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
5835815	KC23	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
4414426	KC15	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
5836163	KC25	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
5836035	KC24	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8259179	KC43 very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8254894	PN in Olfactory Bundle 2 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8248706	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8247315	KC104 very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8177991	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8259199	KC45 very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8118474	Thermo KC A_Left   -   Mushroom Body  Right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8094859	MBE11a right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8068173	LON KC right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8066542	KC42	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8066411	KC41 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8012953	PN in Olfactory Bundle 2 left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
7983899	MBE9a left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8111135	nc1;left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
7971031	PVL005 1 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8260011	KC46 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8262302	KC21	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8504660	KC52	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8427677	KC51	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8419602	KC50	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8413663	KC49	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8393981	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8338584	MBE13a left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8260935	KC47 very young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8319311	MBE10a right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8297018	MBE16 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8274902	KC48	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8263285	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8263140	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8262503	KC no pair	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8262372	LON KC left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8318678	KC no claws	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
7910624	MBE2as left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
8259192	KC44 young	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
6703240	MBE23 right	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
5836181	KC26	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
7901791	MBE4a left	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
5836197	KC27	19711583	Eichler, Li, Litwin-Kumar et al. 2017	
